1,2,3,4,5,6,7,8,9,10,Europalette,Gitterbox,Karton_groß,Karton_klein
30,40,100,30,40,80,60,40,10,50,3,0,15,27
40,20,0,0,30,10,0,40,20,70,4,0,6,4
90,50,70,80,60,100,100,20,20,80,4,0,23,16
10,90,30,40,40,90,60,20,40,50,3,0,20,9
40,40,70,80,80,20,70,10,70,80,5,1,13,15
50,100,30,90,100,80,30,20,100,40,3,2,9,8
60,90,50,20,90,10,90,20,90,0,1,1,11,12
0,20,90,10,30,70,20,60,30,40,2,0,11,24
0,70,40,60,80,60,20,70,100,30,3,1,9,15
30,20,70,90,90,50,20,70,80,90,6,2,5,24
80,70,30,70,40,70,40,40,30,100,5,0,22,10
80,80,90,60,90,30,10,90,70,20,2,1,10,26
20,50,40,70,40,60,90,0,10,10,1,0,17,10
60,80,40,90,90,60,10,100,50,80,4,2,12,17
0,60,30,30,80,100,30,70,100,10,2,1,11,13
0,30,50,50,0,30,40,10,0,90,5,0,11,11
80,60,60,40,10,20,20,40,50,70,4,0,13,17
10,70,60,100,80,90,40,50,20,0,0,2,14,18
10,50,100,30,90,20,10,60,30,90,5,1,8,27
60,10,20,90,0,70,60,40,10,70,4,1,12,8
20,0,10,0,60,20,70,70,50,50,3,0,15,11
70,60,90,80,20,50,80,70,50,80,4,0,20,27
30,50,70,10,30,10,80,70,100,20,2,0,9,24
60,90,20,70,90,60,20,100,0,30,2,1,11,13
40,0,50,10,60,10,80,80,10,70,4,0,12,18
60,40,90,30,50,70,90,50,20,90,5,0,18,23
40,50,60,20,80,0,70,80,100,50,4,1,9,20
80,100,0,100,100,0,40,40,0,90,5,2,9,4
40,50,50,100,70,50,20,20,40,20,1,2,10,12
80,70,100,100,0,80,70,0,70,70,5,1,14,20
80,100,50,80,30,70,50,20,100,40,3,0,19,12
90,80,30,80,10,70,100,100,90,50,4,0,18,16
70,100,90,90,20,10,50,0,100,50,4,1,10,20
50,80,60,0,100,40,30,10,10,50,3,1,8,13
90,80,30,30,100,0,90,100,40,60,3,1,16,15
0,0,10,0,40,50,100,70,20,90,5,0,13,9
90,70,90,60,20,10,100,0,10,100,5,0,15,20
100,90,80,100,50,90,10,80,100,70,5,1,13,24
50,100,0,80,0,100,50,100,100,10,2,0,18,9
100,10,30,50,10,60,70,30,30,70,4,0,19,10
60,40,60,10,90,0,80,0,80,0,1,1,8,12
30,10,0,50,30,40,10,40,70,70,5,0,8,7
100,10,70,60,90,70,20,10,60,90,6,1,12,15
50,60,50,50,20,70,30,60,0,40,2,0,12,18
30,20,20,50,100,90,80,40,60,70,5,1,14,11
10,90,90,70,100,20,60,90,80,10,2,1,12,27
50,30,90,30,30,50,50,10,70,10,2,0,14,19
20,80,70,40,90,30,90,30,20,50,3,1,14,19
20,50,70,30,10,30,10,90,0,60,3,0,6,25
100,100,80,100,90,10,40,60,90,20,2,2,11,22
40,20,30,20,0,70,20,20,80,50,4,0,8,8
30,0,90,30,100,60,60,20,80,100,6,1,10,23
100,90,70,30,80,100,70,30,30,60,3,1,21,17
50,30,0,50,30,90,100,30,20,80,4,0,19,3
10,30,100,90,60,30,70,0,80,70,5,1,12,21
0,50,20,80,100,80,10,30,80,70,5,1,10,7
40,90,0,70,80,100,90,90,90,10,2,1,18,8
10,90,50,100,50,70,60,70,30,90,5,1,16,18
10,80,50,20,20,70,100,100,30,100,5,0,16,22
80,0,50,80,40,100,60,10,20,100,5,0,20,11
20,20,60,80,0,100,30,80,90,40,3,0,12,22
90,50,90,20,70,20,40,90,20,0,0,1,12,26
20,100,80,20,70,80,100,100,40,20,1,1,17,27
0,90,0,10,60,10,10,60,40,30,2,0,12,6
10,0,80,0,70,30,90,40,90,20,2,1,8,21
100,80,70,100,20,60,70,100,50,100,5,1,19,25
50,90,50,10,80,100,80,80,50,60,3,1,19,18
40,0,80,0,30,70,50,0,60,80,5,0,12,16
100,90,0,90,50,50,10,20,90,40,3,1,11,2
30,0,90,60,70,50,90,30,0,80,4,1,12,24
100,100,70,20,100,20,70,30,50,80,4,1,18,17
20,20,30,80,50,100,30,80,60,70,5,0,14,16
80,50,70,0,70,0,100,50,80,0,1,1,9,19
60,20,30,60,90,0,90,90,10,100,5,1,12,14
90,70,70,50,60,20,50,30,50,60,3,0,22,17
90,20,40,60,40,30,10,60,10,70,4,0,12,14
70,50,70,10,90,20,40,90,80,70,5,1,9,22
40,80,60,30,30,90,60,10,10,60,3,0,17,13
50,20,10,100,80,20,20,50,80,70,5,2,4,7
40,80,0,70,0,0,40,80,10,60,3,0,13,8
70,50,60,0,20,90,90,80,0,40,2,0,13,22
50,30,40,30,0,70,70,80,30,100,5,0,17,16
100,10,50,100,70,20,40,50,80,20,2,2,10,15
80,40,90,60,50,0,0,70,10,70,4,0,9,25
90,60,30,80,90,70,40,100,90,90,6,1,17,15
20,30,50,20,30,100,50,10,70,90,6,0,14,13
20,50,40,0,80,90,50,20,70,30,3,1,12,12
70,30,80,40,50,70,50,40,40,80,4,0,20,20
80,60,100,100,70,30,100,100,90,80,5,2,12,29
70,0,60,70,60,100,50,10,30,80,4,0,22,13
20,60,60,10,30,20,20,20,10,60,3,0,7,16
100,50,80,50,10,100,90,100,10,50,3,0,19,26
60,50,50,50,50,70,50,50,60,20,2,0,17,15
30,0,40,70,50,50,70,60,30,100,5,0,18,17
40,10,80,0,10,100,20,40,30,50,3,0,11,21
50,30,100,80,0,70,30,90,70,10,2,0,12,28
80,20,20,50,30,50,0,90,30,30,2,0,13,12
10,30,50,10,30,20,40,70,100,50,4,0,9,18
30,80,20,30,60,50,20,40,80,40,3,0,11,11
100,90,10,100,70,40,100,60,0,50,3,2,13,8
50,10,0,20,60,30,80,80,100,100,6,0,13,8
100,40,0,20,40,20,20,80,10,40,2,0,10,8
20,70,20,50,90,10,80,0,80,0,1,1,11,6
40,20,70,40,50,90,60,100,90,70,5,0,16,23
0,0,20,20,20,60,90,70,60,40,3,0,10,13
100,80,90,40,60,80,100,90,10,30,2,0,21,26
10,50,80,20,10,0,60,50,30,40,2,0,10,23
20,20,70,30,10,60,0,90,20,100,5,0,8,25
50,40,10,40,20,90,20,60,100,100,6,0,10,10
0,100,30,20,90,20,70,60,30,40,2,1,13,12
40,100,60,0,60,10,70,80,40,90,5,0,17,20
20,50,0,70,100,60,80,100,100,50,4,1,13,11
100,40,0,80,80,80,100,50,10,50,3,1,19,5
60,50,20,70,20,90,30,30,70,30,3,0,13,9
0,80,30,70,100,40,40,20,0,30,2,1,13,8
100,60,100,90,10,0,40,70,0,80,4,1,10,28
50,0,50,50,60,30,90,60,80,90,6,0,15,16
50,10,40,60,20,70,80,80,60,80,5,0,14,18
10,10,40,30,10,0,50,80,0,90,5,0,9,18
50,80,100,30,10,60,10,100,10,20,1,0,10,30
40,80,0,10,10,10,80,50,80,80,5,0,10,6
70,30,60,50,100,30,20,30,100,20,2,1,8,15
10,80,20,10,50,20,80,60,40,60,3,0,15,11
30,80,80,40,0,80,100,40,60,100,6,0,14,23
60,90,50,60,90,50,50,60,90,10,2,1,15,16
100,0,0,0,60,40,80,90,40,10,1,0,17,8
50,70,10,100,0,10,30,30,90,30,3,1,6,5
0,80,60,60,10,100,100,70,90,30,3,0,16,20
70,0,40,40,50,10,40,0,100,30,3,0,11,8
40,100,80,20,100,100,0,0,60,30,3,1,9,16
20,10,10,90,60,20,40,90,60,100,6,1,10,12
100,20,10,80,10,0,70,20,80,40,3,0,14,5
30,70,40,80,10,10,70,40,80,20,2,0,13,16
80,0,100,10,10,0,10,0,100,0,1,0,4,21
70,100,80,60,80,30,60,40,10,70,4,1,14,20
50,0,0,30,50,90,30,60,10,10,1,0,13,6
70,0,10,70,0,70,0,10,40,70,4,0,13,3
20,50,10,30,80,80,70,20,30,20,1,1,16,6
10,90,30,50,90,90,60,0,80,0,1,1,15,7
20,60,50,20,40,0,20,60,20,80,4,0,8,18
70,50,0,20,20,50,20,40,10,60,3,0,8,6
70,90,70,60,20,80,60,60,50,80,4,0,20,22
0,70,80,40,30,20,20,100,30,90,5,0,10,25
40,0,100,50,60,100,60,80,60,30,3,0,17,28
20,70,20,30,80,90,30,70,100,80,5,1,11,13
50,0,30,10,0,100,80,50,90,80,5,0,12,11
60,30,10,80,60,40,10,50,20,50,3,0,14,7
100,20,10,90,80,10,0,10,100,0,1,2,5,3
20,30,40,10,0,100,30,60,0,10,1,0,9,16
10,60,10,30,90,50,100,60,0,100,5,1,13,9
0,90,30,0,100,0,30,0,60,90,6,1,4,6
10,30,0,60,10,40,30,0,50,20,1,0,13,2
100,100,40,40,30,80,0,30,90,40,3,0,12,11
70,90,40,80,80,20,10,40,40,70,4,1,13,12
80,100,80,40,40,100,20,50,60,60,4,0,14,21
70,40,60,80,80,50,100,40,70,70,5,1,15,16
30,0,70,60,50,70,10,40,40,50,3,0,14,21
0,20,80,60,40,10,10,40,10,40,2,0,9,20
90,60,30,0,60,50,0,80,50,10,1,0,15,14
60,70,40,80,30,30,30,100,20,50,3,0,14,17
30,100,60,20,0,90,40,80,50,90,5,0,18,23
50,60,60,0,0,90,40,70,70,90,6,0,13,19
100,100,70,70,80,10,0,70,10,30,2,1,11,21
90,90,40,60,30,60,80,100,10,30,2,0,17,17
40,40,40,70,60,20,10,90,30,0,0,0,14,16
30,30,20,80,90,90,50,70,10,30,2,1,17,14
20,60,40,80,100,70,0,30,10,20,1,1,11,13
90,30,20,90,30,60,40,30,40,60,3,1,16,7
100,60,20,70,60,70,70,20,70,50,4,0,22,6
10,90,70,20,10,30,40,20,100,0,1,0,10,18
70,10,0,100,0,90,50,70,80,80,5,1,13,7
100,30,20,80,90,80,10,60,70,60,4,1,13,10
20,100,10,10,30,100,0,90,70,40,3,0,9,12
70,20,80,20,100,0,90,10,50,80,4,1,14,17
30,50,0,80,70,40,50,10,40,30,2,1,17,4
40,60,30,40,10,70,100,70,70,50,4,0,15,14
100,90,80,90,60,70,80,100,10,0,0,1,18,25
40,90,40,80,90,20,70,100,100,10,2,1,14,17
100,30,40,0,30,80,40,0,30,40,2,0,17,8
60,70,30,0,70,10,50,10,80,30,3,1,10,7
70,50,0,10,70,80,60,30,40,50,3,1,16,3
80,50,60,90,70,70,30,30,100,0,1,2,9,15
100,80,0,70,0,0,90,10,40,10,1,0,19,1
70,80,80,20,60,40,40,100,40,30,2,0,18,25
80,90,60,0,10,10,60,80,10,80,4,0,11,21
20,10,40,90,30,50,10,0,50,100,5,1,11,10
90,70,50,50,100,40,50,60,30,50,3,1,18,16
30,10,0,100,100,40,90,50,90,40,3,2,9,8
40,30,90,30,60,0,20,90,50,30,2,0,13,26
0,70,0,0,30,10,0,90,10,100,5,0,5,8
40,70,60,60,20,100,90,40,90,90,6,0,17,18
30,70,80,80,60,10,60,100,30,30,2,0,18,28
40,20,10,90,10,80,50,60,20,10,1,1,14,9
40,40,50,20,90,40,0,30,60,40,3,1,5,13
30,10,10,70,70,20,20,10,50,90,5,1,12,6
0,0,30,10,60,50,80,100,20,20,1,0,14,15
0,60,70,70,50,70,80,70,60,10,2,0,17,21
10,40,40,20,10,80,60,50,30,70,4,0,14,15
40,40,60,50,60,40,20,100,30,90,5,0,14,21
100,20,10,10,20,100,70,100,20,40,2,0,18,13
50,80,90,30,80,90,20,70,10,70,4,1,12,25
90,30,70,30,70,100,40,40,80,80,5,1,15,18
40,50,10,10,20,90,50,70,40,50,3,0,18,11
100,20,60,40,40,0,0,50,70,70,5,0,8,17
70,80,60,100,20,50,100,60,10,70,4,1,13,20
50,100,10,0,80,90,0,90,100,40,3,1,8,10
20,80,70,80,60,70,80,30,20,90,5,0,20,19
100,100,80,50,50,30,50,90,20,0,0,0,20,24
60,20,30,100,40,70,90,100,60,30,3,1,14,15
10,70,10,20,70,20,30,0,60,100,6,1,6,3
80,20,60,10,100,100,20,100,90,50,4,1,10,21
40,0,10,10,100,0,70,50,80,90,6,1,8,7
70,70,20,0,100,0,20,20,0,10,1,1,4,6
80,40,30,10,100,40,90,10,10,70,4,1,13,7
50,30,80,80,30,80,80,60,30,100,5,0,19,22
100,90,10,60,0,80,70,10,50,40,2,0,23,3
20,70,30,10,50,20,80,90,20,80,4,0,13,16
50,80,60,60,80,90,20,50,20,70,4,1,14,17
0,70,40,90,50,80,60,70,60,20,2,1,13,15
40,80,20,10,100,80,10,20,10,60,3,1,10,6
50,80,20,60,30,80,30,60,100,40,3,0,13,10
40,0,70,30,50,50,90,20,30,0,0,0,17,16
50,90,70,90,100,100,0,40,80,20,2,2,8,18
90,70,100,30,40,100,10,90,60,60,4,0,14,28
40,70,70,60,80,100,30,50,50,70,4,1,18,19
40,50,90,10,20,100,90,20,10,40,2,0,15,22
70,30,40,10,0,70,10,0,20,50,3,0,10,8
80,0,50,50,70,0,20,80,10,80,4,1,7,18
50,100,20,60,30,20,60,90,80,20,2,0,13,12
40,100,80,80,80,60,80,20,70,70,5,1,15,18
50,30,0,10,100,70,90,10,20,80,4,1,15,1
50,70,100,70,0,70,100,20,90,0,1,0,17,22
60,10,60,20,10,10,90,60,50,50,3,0,15,19
100,100,0,50,0,60,20,20,70,50,4,0,12,2
100,100,40,20,10,80,80,90,20,80,4,0,17,17
40,80,70,100,0,30,100,20,90,70,5,1,11,16
40,80,80,10,30,70,40,70,10,100,5,0,15,23
80,0,80,20,60,50,30,30,0,30,2,0,11,19
70,50,40,70,50,30,20,90,0,80,4,0,11,16
70,100,60,90,90,90,30,50,80,60,4,2,10,17
0,100,50,10,80,80,40,20,0,80,4,1,12,12
100,40,40,10,70,80,70,0,70,30,3,1,15,8
20,60,20,50,90,30,90,80,60,50,4,1,13,14
50,80,70,100,70,90,100,70,10,20,1,2,15,21
30,80,20,40,70,90,80,20,100,10,2,1,14,9
100,80,80,90,70,40,90,0,70,40,3,2,13,16
0,100,20,30,60,0,0,20,0,50,3,0,7,6
100,70,40,60,50,100,10,30,30,100,5,0,19,11
70,100,90,40,30,100,70,0,10,0,0,0,18,18
20,40,100,40,10,0,90,90,100,70,5,0,9,31
80,50,50,90,60,20,60,50,0,90,5,1,12,15
50,70,40,80,20,40,40,70,10,70,4,0,15,17
0,90,30,90,90,20,40,80,50,10,1,2,13,14
40,20,50,20,50,70,100,30,10,90,5,0,16,13
50,80,70,30,70,30,50,60,50,70,4,1,18,20
60,10,0,50,50,60,0,80,70,50,4,0,10,8
60,10,80,80,80,100,50,40,80,20,2,1,17,20
20,70,80,100,50,20,0,60,100,0,1,1,5,24
70,70,90,20,20,40,90,80,0,70,4,0,12,28
60,30,20,100,40,0,10,20,90,30,3,1,5,6
10,100,50,20,40,60,10,30,80,90,6,0,9,14
0,90,30,60,50,0,70,40,10,40,2,0,14,10
30,10,50,90,0,70,90,100,90,60,4,1,11,22
50,30,60,20,10,100,40,30,20,60,3,0,15,16
40,20,40,90,60,70,0,50,70,0,1,1,9,13
20,10,100,20,60,90,40,60,40,60,3,0,19,28
60,60,70,60,0,90,100,80,30,10,1,0,20,22
40,10,20,30,70,100,80,70,70,20,2,1,14,11
80,60,10,60,90,10,50,50,90,80,5,1,14,7
50,10,90,0,80,80,50,20,30,70,4,1,15,20
60,30,80,80,70,100,0,50,100,10,2,1,11,21
100,60,70,70,20,60,70,40,30,30,2,0,21,20
90,80,60,20,50,50,0,90,80,60,4,0,10,20
60,60,80,40,10,40,30,100,70,80,5,0,9,26
80,100,0,40,70,60,0,90,80,50,4,1,9,8
100,0,0,0,40,80,80,60,50,80,4,0,19,6
20,40,40,80,90,20,70,80,60,60,4,1,12,18
100,80,50,30,50,80,100,90,100,0,1,0,19,18
20,100,100,80,70,50,30,100,10,10,1,1,12,31
50,50,60,40,90,30,60,20,70,70,5,1,11,14
30,40,80,100,80,90,20,20,70,10,2,2,7,21
70,20,10,50,70,0,40,70,30,10,1,1,13,9
20,30,70,40,0,90,40,80,50,30,2,0,18,24
80,30,60,20,90,0,20,20,10,70,4,1,6,14
100,80,80,70,20,0,90,10,50,30,2,0,20,19
90,40,20,80,10,40,50,40,70,60,4,0,15,9
0,30,90,100,50,0,90,50,100,100,6,1,9,23
40,50,50,20,80,30,20,100,100,50,4,1,6,19
90,100,70,20,50,50,30,70,0,80,4,0,12,21
20,90,0,40,50,10,20,40,70,20,2,0,8,6
100,80,100,70,0,40,0,10,100,60,4,0,11,21
40,0,90,40,30,100,60,20,100,10,2,0,14,20
70,60,40,30,10,30,40,10,30,70,4,0,15,10
80,10,100,20,10,60,100,40,90,50,4,0,13,25
10,20,50,60,40,100,40,90,30,90,5,0,19,19
40,70,20,60,100,0,10,0,80,20,2,1,7,4
20,10,100,10,60,0,30,100,20,0,0,0,9,31
10,30,80,0,40,70,50,70,100,80,5,0,13,24
10,80,70,80,70,20,70,20,60,60,4,1,13,17
90,60,0,50,100,80,100,30,70,0,1,1,17,3
50,90,80,20,30,20,100,60,50,40,2,0,17,22
0,0,60,90,40,90,100,0,10,80,4,1,14,12
30,100,20,60,20,90,80,10,0,100,5,0,15,10
50,30,30,90,10,100,20,100,20,100,5,1,10,16
40,20,40,70,80,10,0,90,0,10,1,1,7,16
90,40,80,70,70,70,80,20,70,90,6,1,16,18
60,40,10,30,10,60,60,20,20,10,1,0,14,5
100,90,70,70,40,100,90,60,30,80,4,0,25,20
100,40,60,50,10,50,10,10,30,90,5,0,14,14
70,10,30,60,20,90,60,60,90,100,6,0,15,14
50,50,100,40,10,20,50,10,60,40,3,0,11,22
80,20,20,0,80,40,90,70,0,0,0,1,11,11
50,80,80,20,90,40,60,30,20,70,4,1,13,19
30,70,30,100,50,70,100,70,70,40,3,1,14,16
90,40,60,50,60,50,40,70,90,70,5,0,17,19
20,20,20,50,50,100,10,80,20,20,1,0,14,14
10,100,50,100,90,10,20,90,70,70,5,2,4,19
80,90,70,20,100,0,50,80,50,60,3,1,16,22
0,0,0,50,30,100,20,30,20,50,3,0,12,3
40,70,70,60,30,100,40,50,10,70,4,0,18,19
50,100,80,90,80,60,30,60,80,30,3,2,8,22
50,80,100,40,60,50,50,40,60,40,3,0,17,24
70,30,30,80,70,70,0,50,30,50,3,1,13,11
0,80,50,10,80,80,100,60,10,40,2,1,14,16
40,80,60,0,0,60,60,70,50,40,2,0,16,19
90,90,40,50,20,40,10,80,10,30,2,0,11,18
90,70,70,0,90,20,80,50,70,10,2,1,10,19
20,10,80,90,50,60,40,40,100,30,3,1,11,22
100,50,40,40,40,0,30,50,40,0,0,0,14,13
60,30,60,40,70,90,0,30,0,60,3,1,9,15
20,50,90,60,30,100,30,0,70,20,2,0,12,20
50,40,90,20,50,50,40,0,30,10,1,0,16,18
70,40,60,60,50,10,100,60,40,100,5,0,18,18
0,60,20,40,80,30,60,70,30,40,2,1,14,11
20,40,50,30,40,30,100,100,90,100,6,0,13,21
40,20,70,90,80,30,80,70,30,70,4,2,12,21
100,30,80,90,50,0,80,90,20,20,1,1,13,24
90,0,100,40,60,10,60,50,30,40,2,0,16,25
100,60,100,20,20,20,100,50,60,60,4,0,13,27
80,40,60,10,60,70,80,70,0,0,0,0,16,19
100,30,50,40,80,0,60,0,30,80,4,1,14,10
60,0,10,40,60,80,40,30,60,30,3,0,15,5
20,20,50,90,40,30,50,20,40,100,5,1,15,14
50,10,30,100,60,20,80,20,80,30,3,1,11,8
70,90,40,50,100,20,70,100,80,90,6,1,13,17
60,0,70,100,70,10,10,80,30,100,5,2,6,22
20,50,0,10,90,10,100,60,10,40,2,1,10,8
70,50,0,10,40,30,100,0,70,0,1,0,13,0
100,70,80,0,90,60,60,30,10,30,2,1,14,19
10,70,50,50,10,10,70,20,60,100,6,0,12,14
20,80,50,10,60,90,60,10,30,10,1,0,19,13
30,90,70,50,20,40,20,100,100,100,6,0,8,28
100,100,10,40,40,60,0,60,30,10,1,0,15,8
90,30,0,90,60,70,30,20,70,0,1,1,12,2
20,90,40,30,70,80,40,40,30,30,2,1,16,14
40,100,50,30,80,20,90,90,10,30,2,1,13,18
80,30,100,20,50,40,70,10,40,70,4,0,18,21
20,80,0,60,20,80,80,30,10,70,4,0,15,7
20,30,50,30,20,10,100,0,80,100,6,0,10,14
80,50,90,10,80,20,50,20,10,70,4,1,12,20
80,60,60,10,40,50,50,10,90,80,5,0,16,13
100,90,50,10,80,20,20,50,0,20,1,1,8,15
70,40,30,40,80,50,10,80,0,90,5,1,8,14
100,100,40,90,10,0,90,70,90,30,3,1,11,16
10,0,20,90,10,90,50,30,100,10,2,1,11,9
70,50,40,20,10,70,20,60,80,80,5,0,8,15
80,80,0,10,10,40,0,70,40,70,4,0,11,8
70,20,70,40,70,80,100,40,50,80,4,1,19,18
10,30,90,80,0,30,80,0,70,100,6,0,12,19
40,90,0,90,40,80,50,10,30,0,0,1,18,1
20,80,10,50,10,30,90,80,30,90,5,0,16,13
20,40,10,70,70,20,70,80,100,50,4,1,12,12
20,60,30,20,0,60,100,40,30,80,4,0,15,12
60,90,70,0,40,0,30,10,100,40,3,0,7,15
40,70,100,20,60,50,70,70,20,20,1,0,18,27
50,40,100,30,50,50,10,50,10,40,2,0,11,25
20,10,30,50,70,30,10,90,50,30,2,1,12,16
10,60,30,90,90,100,40,80,40,0,0,2,16,15
50,40,10,80,0,80,50,60,100,30,3,0,16,8
40,0,50,90,100,80,30,50,80,80,5,2,7,15
0,90,100,70,50,10,10,0,80,30,3,0,10,20
60,20,80,90,70,40,100,50,70,90,6,2,10,21
90,100,80,20,100,50,0,30,90,60,4,1,8,19
70,30,100,100,0,0,30,10,10,70,4,1,5,21
100,30,50,100,10,40,100,20,20,100,5,1,14,13
0,60,100,80,50,60,30,30,30,60,3,0,16,23
100,60,0,100,100,60,100,70,40,30,2,2,18,7
70,20,100,40,20,30,70,30,40,80,4,0,16,25
90,20,20,20,70,30,90,40,90,10,2,1,12,8
50,0,20,60,50,60,90,70,90,80,5,0,15,11
50,60,50,30,70,100,70,0,30,60,3,1,19,10
100,50,40,20,10,100,30,30,30,30,2,0,15,12
50,70,30,20,10,10,100,100,20,70,4,0,13,16
30,50,90,0,50,0,100,40,90,90,6,0,9,25
30,90,0,60,40,30,10,60,90,40,3,0,10,9
50,80,60,30,70,70,90,30,20,10,1,1,17,15
40,60,70,60,70,40,20,40,70,40,3,1,9,18
40,80,10,0,100,20,90,20,20,10,1,1,12,4
60,0,0,10,40,0,100,20,30,40,2,0,13,2
60,10,50,30,20,100,60,40,90,40,3,0,14,16
30,30,30,80,100,0,50,100,20,100,5,1,13,18
50,100,60,80,20,40,90,70,20,100,5,0,17,21
0,20,100,70,90,100,0,40,20,40,2,1,12,24
60,40,30,100,30,0,0,100,30,20,1,1,6,15
100,60,0,50,40,100,80,90,0,20,1,0,20,8
70,60,40,10,70,60,80,40,10,20,1,1,13,12
90,40,40,90,0,20,50,60,80,40,3,1,10,14
80,100,60,30,80,10,40,50,10,20,1,1,13,17
70,0,0,80,0,60,40,10,70,0,1,0,13,1
50,100,10,10,90,70,20,90,0,80,4,1,9,10
50,80,20,60,30,10,10,0,100,80,5,0,9,4
70,0,90,50,40,0,10,40,60,40,3,0,7,22
80,100,20,100,40,30,90,90,60,70,5,1,14,12
10,10,90,90,30,80,50,80,0,60,3,1,12,27
40,10,0,70,10,60,30,20,10,100,5,0,12,3
40,50,80,90,50,60,40,0,100,0,1,1,12,16
90,80,50,70,40,0,100,70,40,10,1,0,20,17
20,80,0,90,100,40,30,30,50,90,5,2,11,5
0,30,30,40,90,50,90,30,30,30,2,1,15,9
50,60,90,20,30,40,50,90,80,80,5,0,13,26
80,0,50,90,70,50,10,40,60,30,3,2,6,14
80,90,20,20,0,40,100,80,100,0,1,0,13,12
40,70,80,90,40,70,90,0,70,80,5,1,15,16
30,10,40,100,70,20,0,10,50,90,5,2,7,12
90,10,40,90,90,10,30,10,100,30,3,2,6,9
50,90,40,70,40,0,0,100,10,40,2,0,10,17
60,80,100,50,50,50,30,70,100,0,1,0,13,27
70,80,70,40,50,20,90,90,60,90,6,0,14,22
90,10,80,70,50,10,70,50,80,30,3,0,16,21
50,90,70,100,100,10,50,50,90,80,5,2,10,19
100,20,100,100,40,90,30,60,90,50,4,1,13,26
0,80,20,20,90,80,50,10,0,30,2,1,13,5
30,80,10,60,30,50,90,50,30,20,1,0,18,10
10,20,20,70,10,0,70,100,20,80,4,0,13,15
70,10,60,60,50,50,40,10,60,70,5,0,15,13
0,40,70,90,60,30,100,10,100,10,2,1,12,15
100,30,50,0,90,70,70,80,0,30,2,1,14,18
80,90,30,20,30,40,80,80,100,70,5,0,13,14
20,90,10,0,20,60,60,70,10,10,1,0,11,13
40,30,30,80,0,40,100,50,60,80,5,0,14,11
20,70,20,0,100,40,30,100,100,10,2,1,6,15
70,30,50,100,20,30,100,20,60,10,2,1,10,14
80,50,0,0,90,30,60,40,50,50,3,1,15,4
90,30,70,40,0,90,70,40,70,90,6,0,16,18
30,20,70,20,0,60,20,30,70,50,4,0,6,20
30,90,20,10,20,70,20,80,0,30,2,0,8,17
20,10,0,30,90,60,0,90,70,20,2,1,6,10
90,100,30,50,10,0,50,10,0,30,2,0,13,8
30,100,10,90,40,70,60,70,20,0,0,1,15,12
90,50,70,0,50,0,90,40,100,10,2,0,11,18
10,30,20,0,20,40,30,90,40,50,3,0,9,15
50,90,20,70,30,60,80,40,30,60,3,0,19,8
90,40,70,60,100,0,10,10,80,0,1,1,7,15
70,50,100,20,70,20,80,80,60,70,5,1,9,28
40,30,0,40,50,70,60,60,70,30,3,0,15,6
30,40,20,40,30,60,80,20,10,70,4,0,13,9
50,10,100,30,30,0,100,100,20,40,2,0,13,29
100,80,40,80,40,100,70,90,80,30,3,0,22,16
60,90,90,40,60,10,40,90,40,10,1,0,18,26
40,60,20,10,0,40,10,90,100,10,2,0,7,12
70,50,50,100,50,100,40,60,70,10,2,1,14,16
10,30,10,20,70,100,100,90,90,100,6,1,13,11
50,60,30,40,0,20,50,10,70,30,3,0,12,7
20,70,40,20,80,0,70,100,10,30,2,1,10,19
30,100,90,40,50,60,40,100,50,0,0,0,19,30
80,70,10,100,50,10,70,80,20,60,3,1,15,10
60,10,60,90,100,50,50,50,90,50,4,2,11,17
100,60,90,100,0,0,20,90,50,40,2,1,11,26
100,50,70,40,80,10,80,20,100,20,2,1,12,16
20,40,50,90,30,70,20,70,50,60,3,1,12,19
20,60,20,70,50,80,70,0,90,40,3,0,18,6
90,70,0,80,80,20,50,30,70,50,4,1,15,3
90,0,50,60,100,60,90,20,60,70,5,1,14,12
70,90,80,50,40,10,0,20,10,60,3,0,10,18
50,40,80,0,50,30,40,90,50,40,2,0,16,24
30,0,0,40,30,40,100,10,50,70,4,0,16,4
20,60,20,30,10,50,90,100,80,10,2,0,13,16
50,50,10,100,80,0,80,0,80,70,5,2,7,2
80,50,70,0,100,40,90,60,30,80,4,1,14,20
70,20,90,90,40,70,0,50,20,50,3,1,10,23
60,50,90,30,20,20,20,30,70,0,1,0,6,23
20,40,80,70,80,70,80,100,80,70,5,1,14,27
10,30,0,40,80,60,100,60,20,40,2,1,14,7
70,90,70,40,70,40,0,90,80,20,2,1,7,22
100,100,100,90,70,70,50,100,70,50,4,2,15,29
30,60,20,80,0,0,100,80,50,0,0,0,17,15
100,40,20,100,50,20,30,40,100,80,5,1,9,8
70,20,20,80,20,10,60,20,50,10,1,0,17,8
70,10,90,60,60,90,20,100,100,50,4,0,14,27
60,60,70,60,40,0,50,60,30,70,4,0,17,20
100,60,80,80,0,60,60,70,40,30,2,0,21,23
20,20,90,90,50,100,60,30,100,30,3,1,13,23
40,20,40,80,20,40,80,0,0,80,4,0,13,10
10,30,0,10,90,50,90,40,80,40,3,1,11,5
50,50,40,20,70,90,50,100,50,0,0,1,19,17
100,20,0,30,50,20,80,100,60,100,6,0,14,9
80,30,60,20,30,40,80,90,0,0,0,0,12,20
40,80,0,30,80,0,80,90,90,10,2,1,10,8
