Gesamtgewicht_Kg,Volumen_cbm,Warenwert_in_EUR,Gefahrgut,Startort,Destination,Termin_Destination,Entfernung_in_Km,LCL_LKW,FCL_LKW,Flugzeug,Seeeschiff
13743,8.919,142155,1,1,9,1,650,0,1,0,0
4692,5.434,51105,0,1,9,0,650,1,0,0,0
1608.5,2.963,19255,1,3,9,0,550,0,1,0,0
9181.5,6.678,95045,0,4,10,0,12000,0,0,0,1
4630.5,4.687,49815,0,5,7,0,1650,0,0,0,1
9158,5.93,95750,1,1,7,0,1650,0,0,0,1
7639.5,5.248,79130,1,5,7,0,1650,0,0,0,1
10616,6.367,109525,0,3,8,1,1100,0,1,0,0
9213,6.769,96460,1,5,7,0,1650,0,0,0,1
3144,3.463,34840,1,2,6,1,2700,0,0,1,0
12088,6.043,123725,0,2,8,1,900,0,1,0,0
9204,6.097,95475,0,4,8,1,800,0,1,0,0
15188,8.729,156390,0,4,7,1,1300,0,0,1,0
10677.5,6.938,110020,0,3,8,1,1100,0,1,0,0
1692.5,4.304,21430,1,4,9,1,260,0,1,0,0
10599.5,5.549,109140,0,4,6,0,2500,0,0,0,1
7618,5.123,78835,1,3,8,1,1100,0,1,0,0
13663,7.685,139535,0,2,10,1,11000,0,0,1,0
3144.5,3.409,34950,0,4,9,1,260,1,0,0,0
3125.5,2.943,33305,0,1,8,1,850,1,0,0,0
3090.5,2.889,33010,0,5,9,1,450,1,0,0,0
12220.5,8.202,126405,0,4,8,1,800,0,1,0,0
1685,4.328,21790,0,3,7,1,1100,1,0,0,0
7665.5,6.448,80030,0,3,6,1,2200,0,0,1,0
12192.5,6.739,124510,1,4,7,0,1300,0,0,0,1
6183.5,4.704,64635,1,2,9,0,400,0,1,0,0
9172,5.998,95685,0,5,6,1,2200,0,0,1,0
15196,8.388,155700,1,5,10,1,11400,0,0,1,0
4682.5,5.129,50910,1,4,9,1,260,0,1,0,0
1640,3.602,20205,0,4,7,1,1300,0,0,1,0
3255.5,4.808,37235,1,4,6,1,2500,0,0,1,0
6181.5,5.062,64535,1,3,8,1,1100,0,1,0,0
6086.5,4.062,63795,0,4,8,0,800,1,0,0,0
12185.5,7.276,126100,1,2,6,0,2700,0,0,0,1
9135.5,5.762,95110,0,2,9,0,400,0,1,0,0
4629,4.309,48970,0,5,9,0,450,1,0,0,0
7671.5,6.414,80405,1,2,8,0,900,0,1,0,0
3168.5,3.386,33925,0,2,10,1,11000,0,0,1,0
4701.5,5.623,51130,0,2,9,1,400,1,0,0,0
10625.5,6.333,108840,0,1,10,0,11350,0,0,0,1
139.5,2.395,5065,1,5,10,0,11400,0,0,0,1
13617,7.128,138735,1,2,7,0,1200,0,1,0,0
15148.5,7.438,154855,0,1,7,0,1650,0,0,0,1
15156.5,7.601,153970,1,4,7,0,1300,0,0,0,1
202,2.98,4970,1,5,10,0,11400,0,0,0,1
4659.5,4.937,49595,0,4,9,0,260,1,0,0,0
130.5,2.524,4870,1,4,10,0,12000,0,0,0,1
9206,6.711,95835,1,3,6,1,2200,0,0,1,0
3137.5,3.362,33800,1,5,10,1,11400,0,0,1,0
203.5,3.206,5530,1,2,6,0,2700,0,0,0,1
13729,8.24,140800,1,2,9,1,400,0,1,0,0
4654,4.541,50140,1,4,8,1,800,0,1,0,0
15157,7.796,155050,1,5,6,0,2200,0,0,0,1
6259.5,6.363,68180,1,1,10,1,11350,0,0,1,0
10589,5.658,108120,0,1,9,1,650,0,1,0,0
9146.5,5.636,95395,0,3,10,1,12000,0,0,1,0
206.5,3.169,5795,1,3,8,0,1100,0,1,0,0
1604.5,2.892,18795,0,3,7,0,1100,1,0,0,0
12119,6.303,124370,0,3,7,0,1100,0,1,0,0
4611,4.403,49920,0,1,7,0,1650,0,0,0,1
15165.5,8.128,155525,1,4,8,1,800,0,1,0,0
3205,3.683,35560,0,3,6,1,2200,0,0,1,0
12139.5,6.604,124205,0,1,6,1,2000,0,0,1,0
3163,3.065,33600,0,5,7,0,1650,0,0,0,1
9137,5.684,94330,0,4,9,0,260,0,1,0,0
10603,6.123,109410,0,4,6,0,2500,0,0,0,1
9144,5.448,93370,1,3,9,1,550,0,1,0,0
6183,4.974,65815,1,1,10,0,11350,0,0,0,1
4678.5,5.454,51670,1,2,10,0,11000,0,0,0,1
9139,5.805,95120,1,2,9,0,400,0,1,0,0
6111.5,4.048,64565,0,5,9,0,450,1,0,0,0
4651.5,4.423,49505,0,2,10,1,11000,0,0,1,0
10733,7.888,111820,0,2,10,0,11000,0,0,0,1
7706.5,6.796,81505,0,4,7,0,1300,0,0,0,1
4635.5,4.136,50170,1,4,9,1,260,0,1,0,0
153,2.97,4365,0,2,10,0,11000,0,0,0,1
12168.5,7.215,125705,0,5,10,1,11400,0,0,1,0
6169,5.309,65305,0,1,8,1,850,1,0,0,0
10689,6.715,109850,1,2,9,0,400,0,1,0,0
9174,5.809,95460,1,5,8,0,650,0,1,0,0
3113.5,3.26,34490,1,5,7,1,1650,0,0,1,0
4693,5.416,51710,0,3,10,1,12000,0,0,1,0
9126.5,4.948,93105,0,2,9,0,400,0,1,0,0
6150.5,4.71,65665,1,4,10,0,12000,0,0,0,1
1679,4.095,19965,0,1,9,1,650,1,0,0,0
1685,4.086,19135,1,1,7,1,1650,0,0,1,0
12120.5,6.232,124690,0,4,6,0,2500,0,0,0,1
4646,4.545,48890,0,1,10,0,11350,0,0,0,1
10715,7.969,111525,1,3,10,1,12000,0,0,1,0
1711,4.308,20910,0,3,8,0,1100,1,0,0,0
15220.5,8.716,156250,1,2,9,1,400,0,1,0,0
13653,7.459,138610,0,4,7,1,1300,0,0,1,0
217,3.162,6010,1,2,10,1,11000,0,0,1,0
13660,7.975,141135,1,4,7,1,1300,0,0,1,0
15091,6.519,154230,0,5,6,1,2200,0,0,1,0
13659,7.526,140220,1,2,7,1,1200,0,1,0,0
13718.5,8.412,141010,0,4,7,0,1300,0,0,0,1
9142.5,5.545,94975,1,5,8,1,650,0,1,0,0
1627,3.305,17735,1,4,8,0,800,0,1,0,0
12144,7.188,125120,1,3,10,0,12000,0,0,0,1
12170.5,7.23,124590,0,3,6,1,2200,0,0,1,0
1642.5,3.625,19935,0,1,6,1,2000,0,0,1,0
3203.5,4.342,36365,0,3,6,0,2200,0,0,0,1
9132.5,5.474,94900,1,5,6,1,2200,0,0,1,0
9128.5,5.87,94480,0,4,10,0,12000,0,0,0,1
6165,5.326,66070,0,2,7,1,1200,1,0,0,0
10646.5,6.874,110650,0,4,6,1,2500,0,0,1,0
9160.5,6.299,95780,0,3,9,0,550,0,1,0,0
1710.5,4.335,21005,1,1,7,1,1650,0,0,1,0
10639.5,6.921,110340,0,4,10,1,12000,0,0,1,0
169,3.433,4700,0,3,7,0,1100,1,0,0,0
15059.5,6.063,152950,0,2,8,1,900,0,1,0,0
13560.5,6.178,137110,1,3,7,1,1100,0,1,0,0
12167.5,7.324,124655,0,5,8,1,650,0,1,0,0
6119,4.055,64275,1,3,10,0,12000,0,0,0,1
13672,8.013,140805,1,1,10,0,11350,0,0,0,1
12103,5.715,123410,0,2,10,1,11000,0,0,1,0
3110.5,3.487,34305,0,4,6,0,2500,0,0,0,1
177,3.095,4120,0,1,7,1,1650,0,0,1,0
7650,5.485,78965,0,5,10,0,11400,0,0,0,1
10624,6.316,109145,0,2,8,0,900,0,1,0,0
10709,6.911,110615,0,4,9,0,260,0,1,0,0
7694,5.684,80320,0,4,9,0,260,0,1,0,0
7672,6.292,80260,0,5,9,0,450,0,1,0,0
115.5,2.533,4740,0,2,10,0,11000,0,0,0,1
15128,7.422,153640,0,4,10,0,12000,0,0,0,1
13670,7.601,139010,0,1,10,0,11350,0,0,0,1
130,2.189,4330,0,2,8,1,900,1,0,0,0
10688,7.141,111140,0,5,8,1,650,0,1,0,0
13699,8.686,140610,1,3,9,0,550,0,1,0,0
12230,7.334,126025,1,3,9,0,550,0,1,0,0
218.5,4.068,6100,1,5,10,0,11400,0,0,0,1
7737.5,7.621,81950,1,4,8,0,800,0,1,0,0
9222,6.57,96185,0,4,8,0,800,0,1,0,0
159.5,3.027,5880,1,3,6,1,2200,0,0,1,0
9169,6.38,95385,0,4,9,1,260,0,1,0,0
1710.5,4.927,20780,0,4,7,1,1300,0,0,1,0
9116,4.785,93925,0,5,9,0,450,0,1,0,0
6103,4.264,64280,0,3,6,0,2200,0,0,0,1
7651,5.657,80075,0,1,6,1,2000,0,0,1,0
7603,4.579,78695,1,5,7,1,1650,0,0,1,0
3162,4.173,35565,0,2,9,1,400,1,0,0,0
4580,3.244,47685,1,5,8,1,650,0,1,0,0
13643.5,7.915,140300,0,5,6,1,2200,0,0,1,0
15214.5,8.425,156005,0,4,6,1,2500,0,0,1,0
9184,6.232,94890,0,5,7,0,1650,0,0,0,1
12234,7.824,126410,1,3,6,1,2200,0,0,1,0
4622.5,4.407,48280,0,1,6,1,2000,0,0,1,0
9159,5.758,94760,1,4,7,1,1300,0,0,1,0
13680.5,8.044,140185,1,2,9,0,400,0,1,0,0
6167,4.985,63910,0,5,9,0,450,1,0,0,0
12230,7.405,126460,1,2,7,1,1200,0,1,0,0
1709,5.103,21270,0,5,10,1,11400,0,0,1,0
12160,6.685,124770,1,4,10,0,12000,0,0,0,1
6126.5,4.71,63820,1,5,8,1,650,0,1,0,0
15177.5,7.422,153425,1,5,9,0,450,0,1,0,0
4625.5,4.038,49915,0,4,7,1,1300,0,0,1,0
1716,4.815,21500,0,4,7,0,1300,0,0,0,1
9129,4.819,94185,1,4,8,0,800,0,1,0,0
1630,3.504,19225,0,4,9,0,260,1,0,0,0
9187.5,6.049,94860,0,4,9,0,260,0,1,0,0
15189.5,8.378,156315,1,2,6,0,2700,0,0,0,1
4724,6.248,51965,0,3,7,1,1100,1,0,0,0
9170,5.755,95795,1,3,9,1,550,0,1,0,0
3207.5,4.626,35925,0,1,6,0,2000,0,0,0,1
12107.5,6.279,124170,1,3,7,0,1100,0,1,0,0
9057.5,3.819,91660,0,1,8,0,850,0,1,0,0
7640,6.519,80860,0,5,6,1,2200,0,0,1,0
1578.5,2.453,18170,0,4,8,1,800,1,0,0,0
13617,7.033,138130,0,4,10,0,12000,0,0,0,1
3225,4.498,36125,0,2,8,1,900,1,0,0,0
222.5,3.277,6025,1,3,7,1,1100,0,1,0,0
1627.5,3.788,19800,1,3,9,1,550,0,1,0,0
1592,2.838,18875,0,2,9,0,400,1,0,0,0
6225,6.215,66720,1,5,7,1,1650,0,0,1,0
13643.5,7.411,139205,1,4,8,0,800,0,1,0,0
3202,5.758,36280,0,3,7,1,1100,1,0,0,0
12098,5.951,124250,1,3,7,1,1100,0,1,0,0
7613.5,5.343,79740,0,2,8,1,900,0,1,0,0
12067.5,5.137,122865,0,2,7,1,1200,0,1,0,0
1591,2.865,18490,1,5,10,0,11400,0,0,0,1
13589.5,6.911,138965,0,5,7,0,1650,0,0,0,1
7691.5,6.049,80210,0,5,8,0,650,0,1,0,0
3206,4.497,36105,0,1,8,1,850,1,0,0,0
182,4.038,5815,0,2,9,1,400,1,0,0,0
3179,3.731,34775,0,1,7,1,1650,0,0,1,0
4615.5,3.994,49050,1,2,9,0,400,0,1,0,0
9156,5.596,94660,1,4,8,0,800,0,1,0,0
9097,4.86,94035,0,2,10,1,11000,0,0,1,0
7665,5.556,79360,0,2,9,1,400,0,1,0,0
3166.5,4.318,35645,0,2,6,1,2700,0,0,1,0
3154.5,4.558,35770,1,5,6,0,2200,0,0,0,1
7697.5,5.789,80210,1,4,8,1,800,0,1,0,0
13652.5,7.509,139975,1,5,10,1,11400,0,0,1,0
10726.5,7.404,111530,0,2,9,0,400,0,1,0,0
3180.5,4.585,35325,0,2,6,1,2700,0,0,1,0
15221.5,8.804,156585,0,2,6,0,2700,0,0,0,1
3179.5,4.088,36120,1,2,10,1,11000,0,0,1,0
6075.5,3.639,63210,1,3,9,1,550,0,1,0,0
6174.5,4.177,64950,0,5,9,0,450,1,0,0,0
3161,3.605,35475,1,2,7,0,1200,0,1,0,0
4585.5,3.717,47810,1,2,6,1,2700,0,0,1,0
4726.5,6.157,51300,1,5,8,1,650,0,1,0,0
7696,6.559,81240,1,2,7,0,1200,0,1,0,0
4664.5,4.833,49510,0,3,6,0,2200,0,0,0,1
6138.5,4.698,64770,0,4,6,1,2500,0,0,1,0
4622.5,4.42,49875,0,3,8,1,1100,1,0,0,0
15124.5,6.945,154910,1,3,10,1,12000,0,0,1,0
3151.5,3.592,33885,0,5,10,0,11400,0,0,0,1
1611.5,3.591,19290,0,1,7,1,1650,0,0,1,0
12102,5.735,123520,0,2,6,1,2700,0,0,1,0
13715,7.817,140680,0,1,6,1,2000,0,0,1,0
3206.5,4.281,36110,1,5,10,1,11400,0,0,1,0
12138,6.178,123570,0,3,6,0,2200,0,0,0,1
9195.5,6.37,95255,0,4,9,1,260,0,1,0,0
4657.5,4.514,50400,1,1,7,1,1650,0,0,1,0
13676,8.533,141320,1,1,8,0,850,0,1,0,0
9136,5.559,95715,0,3,6,0,2200,0,0,0,1
15142.5,7.428,154285,0,4,9,0,260,0,1,0,0
15122,7.036,153895,1,2,10,0,11000,0,0,0,1
1655,3.075,18625,0,2,8,0,900,1,0,0,0
13709.5,8.142,140515,1,3,8,0,1100,0,1,0,0
13662.5,7.564,139035,1,4,9,0,260,0,1,0,0
13562.5,6.097,137465,0,2,7,0,1200,0,1,0,0
13624,7.11,139685,0,5,9,0,450,0,1,0,0
6218.5,5.697,65960,1,4,7,1,1300,0,0,1,0
1636.5,3.818,20550,0,3,10,1,12000,0,0,1,0
9180.5,5.38,94630,0,1,6,1,2000,0,0,1,0
10609.5,5.894,108385,0,3,8,0,1100,0,1,0,0
15255,9.787,157885,1,2,10,1,11000,0,0,1,0
157.5,2.756,5910,1,4,9,1,260,0,1,0,0
12116,5.924,122900,1,2,9,1,400,0,1,0,0
6141.5,4.619,64780,1,5,8,0,650,0,1,0,0
10618,6.059,109210,0,2,10,1,11000,0,0,1,0
4674,5.366,51265,1,5,6,0,2200,0,0,0,1
225,3.402,5985,1,3,7,0,1100,0,1,0,0
6173,4.332,65000,0,2,6,1,2700,0,0,1,0
6123,4.275,64495,0,4,8,1,800,1,0,0,0
9140.5,5.562,94950,1,5,10,1,11400,0,0,1,0
3168,4.078,35805,1,2,7,0,1200,0,1,0,0
13670,8.304,141065,0,3,7,0,1100,0,1,0,0
6177.5,5.947,66210,1,4,10,0,12000,0,0,0,1
6201,5.417,65160,1,5,10,0,11400,0,0,0,1
10694.5,7.709,110835,1,2,7,1,1200,0,1,0,0
12241,7.8,127100,1,1,10,0,11350,0,0,0,1
12074.5,5.637,123030,0,5,9,0,450,0,1,0,0
12205.5,8.591,126520,0,2,9,0,400,0,1,0,0
12106.5,5.735,124010,1,3,9,1,550,0,1,0,0
1665,3.511,19150,0,5,9,0,450,1,0,0,0
10660,6.6,110150,1,1,8,1,850,0,1,0,0
10708.5,7.837,111520,0,3,6,1,2200,0,0,1,0
10660.5,6.976,109850,0,4,10,0,12000,0,0,0,1
4574,4.031,48000,0,5,9,1,450,1,0,0,0
3156,3.63,34025,0,2,6,0,2700,0,0,0,1
6232,6.823,67165,0,4,8,1,800,1,0,0,0
3192,3.842,34380,0,1,6,1,2000,0,0,1,0
15226,8.284,155775,0,3,10,0,12000,0,0,0,1
1591,2.49,18770,0,2,8,0,900,1,0,0,0
7643,5.971,80790,1,1,9,1,650,0,1,0,0
3212.5,4.707,36540,1,4,8,1,800,0,1,0,0
10634.5,6.884,110060,0,3,10,1,12000,0,0,1,0
13662.5,8.017,139790,0,3,7,1,1100,0,1,0,0
4675,5.603,51050,0,3,6,1,2200,0,0,1,0
4631.5,4.183,50005,0,2,10,1,11000,0,0,1,0
4682,5.393,51295,1,2,8,0,900,0,1,0,0
3157,3.48,34360,1,5,10,1,11400,0,0,1,0
15159.5,7.519,154785,1,5,9,1,450,0,1,0,0
3179.5,3.96,34875,1,2,7,1,1200,0,1,0,0
167,2.949,5575,0,5,8,1,650,1,0,0,0
3128,3.429,34280,0,3,9,1,550,1,0,0,0
12081,5.316,122575,0,1,10,1,11350,0,0,1,0
9270,7.053,98045,1,5,8,1,650,0,1,0,0
7667.5,6.447,80710,1,5,8,0,650,0,1,0,0
218,3.429,6000,1,3,6,0,2200,0,0,0,1
12162.5,6.873,126090,1,5,10,0,11400,0,0,0,1
148,2.736,5385,1,2,6,1,2700,0,0,1,0
237,4.406,7250,1,3,7,1,1100,0,1,0,0
15157.5,7.303,154720,1,2,7,0,1200,0,1,0,0
7634.5,5.329,78990,0,4,9,0,260,0,1,0,0
113,2.074,3790,0,1,6,1,2000,0,0,1,0
4626.5,4.65,48880,0,5,9,0,450,1,0,0,0
13665,8.159,140235,0,2,9,1,400,0,1,0,0
3164,3.733,35695,0,2,8,1,900,1,0,0,0
4678.5,5.039,49945,0,2,10,1,11000,0,0,1,0
9110.5,4.967,94655,0,2,10,1,11000,0,0,1,0
9178.5,6.073,94325,1,5,8,1,650,0,1,0,0
15163.5,8.23,154655,1,3,7,1,1100,0,1,0,0
15181,7.709,154910,0,4,9,1,260,0,1,0,0
9087,4.312,93510,0,2,9,1,400,0,1,0,0
3076,2.402,32725,0,4,6,0,2500,0,0,0,1
13686.5,8.52,140960,1,3,9,1,550,0,1,0,0
10663,6.485,109570,1,3,10,1,12000,0,0,1,0
4657,5.826,50870,1,4,6,1,2500,0,0,1,0
10556.5,5.049,107210,0,2,9,0,400,0,1,0,0
9186,6.363,95770,1,3,7,0,1100,0,1,0,0
1651,3.997,20435,1,2,6,0,2700,0,0,0,1
7728,6.553,80890,1,3,10,0,12000,0,0,0,1
12196.5,6.651,125100,0,1,6,0,2000,0,0,0,1
6188.5,5.853,67085,1,1,8,0,850,0,1,0,0
3125,2.919,34780,0,2,7,1,1200,1,0,0,0
12164.5,6.979,124905,0,3,6,1,2200,0,0,1,0
9129,5.373,94265,0,2,8,0,900,0,1,0,0
1642,3.848,19345,1,4,8,0,800,0,1,0,0
3156.5,2.761,33580,0,3,9,1,550,1,0,0,0
4696.5,5.332,50525,1,1,8,1,850,0,1,0,0
12127,6.178,125240,0,3,6,1,2200,0,0,1,0
15163,7.486,154555,1,1,7,1,1650,0,0,1,0
7684.5,5.65,81115,1,1,8,1,850,0,1,0,0
4647,4.166,49990,0,3,6,1,2200,0,0,1,0
3164.5,4.059,34050,0,5,7,1,1650,0,0,1,0
172,2.973,4830,0,2,7,0,1200,1,0,0,0
12196,8.185,126225,0,1,10,0,11350,0,0,0,1
3178.5,4.112,35290,0,1,6,0,2000,0,0,0,1
9225,6.313,96350,0,2,10,1,11000,0,0,1,0
3247.5,5.711,37500,1,3,8,1,1100,0,1,0,0
3141.5,3.48,34480,0,5,7,0,1650,0,0,0,1
6163.5,4.829,65495,1,4,10,1,12000,0,0,1,0
6153,5.268,64675,0,4,9,0,260,1,0,0,0
15159.5,8.293,156415,0,5,9,0,450,0,1,0,0
10616,6.319,110550,0,4,9,1,260,0,1,0,0
10593.5,5.333,108980,0,4,6,1,2500,0,0,1,0
176,3.115,5090,0,2,9,1,400,1,0,0,0
10697.5,7.418,110960,1,5,10,1,11400,0,0,1,0
9176,5.887,94665,1,1,6,0,2000,0,0,0,1
7637,5.332,80400,1,1,10,1,11350,0,0,1,0
12194.5,7.343,125975,1,3,10,1,12000,0,0,1,0
7635,5.137,78890,0,4,10,1,12000,0,0,1,0
1731,4.721,21265,1,5,6,1,2200,0,0,1,0
3200.5,4.2,35950,1,4,10,1,12000,0,0,1,0
12172,7.141,124245,1,2,9,1,400,0,1,0,0
9191.5,6.428,95815,1,3,10,1,12000,0,0,1,0
6238,6.695,67195,1,5,6,0,2200,0,0,0,1
7695,6.455,81135,1,4,8,0,800,0,1,0,0
10732.5,7.746,111775,1,5,6,1,2200,0,0,1,0
10605,5.478,108990,0,2,9,0,400,0,1,0,0
6172,4.738,64430,0,3,6,1,2200,0,0,1,0
15170,8.277,154810,1,4,8,0,800,0,1,0,0
4588,3.809,48525,0,3,9,1,550,1,0,0,0
7686.5,5.81,79310,0,4,7,0,1300,0,0,0,1
3125,3.561,33770,1,5,8,1,650,0,1,0,0
4652.5,4.748,50230,0,5,6,0,2200,0,0,0,1
1686,4.605,22120,1,1,6,1,2000,0,0,1,0
4590.5,3.754,48600,1,3,9,1,550,0,1,0,0
12230.5,8.006,127340,1,4,6,1,2500,0,0,1,0
10627.5,6.417,109600,0,4,6,1,2500,0,0,1,0
6211,6.157,66460,1,4,6,0,2500,0,0,0,1
13690,8.273,140795,0,5,6,1,2200,0,0,1,0
155.5,2.446,3675,1,5,7,0,1650,0,0,0,1
3177.5,4.626,35535,1,2,8,1,900,0,1,0,0
1690,4.758,20360,1,2,7,1,1200,0,1,0,0
10628,6.452,107660,1,2,9,1,400,0,1,0,0
4655.5,5.508,49750,0,5,9,0,450,1,0,0,0
10681,7.648,111405,0,1,7,0,1650,0,0,0,1
9206,7.519,97180,0,3,6,1,2200,0,0,1,0
13608,6.607,138885,0,2,6,1,2700,0,0,1,0
13719.5,8.723,140610,1,4,8,1,800,0,1,0,0
4704,5.691,50955,0,1,9,0,650,1,0,0,0
10604.5,5.924,109275,1,5,9,1,450,0,1,0,0
10721.5,7.354,111345,1,4,10,1,12000,0,0,1,0
12133.5,6.462,124285,1,4,9,1,260,0,1,0,0
6177,6.005,65820,0,5,9,1,450,1,0,0,0
15211.5,8.878,156385,1,4,9,1,260,0,1,0,0
183,3.024,4780,1,3,6,1,2200,0,0,1,0
3184.5,4.433,36715,0,1,8,0,850,1,0,0,0
6106.5,4.542,63805,0,4,9,0,260,1,0,0,0
10611,5.999,108755,0,2,10,0,11000,0,0,0,1
4595.5,3.906,49040,1,2,7,1,1200,0,1,0,0
4619.5,4.92,50035,0,4,8,0,800,1,0,0,0
9170.5,5.066,93910,0,3,10,0,12000,0,0,0,1
115.5,2.76,5050,0,2,6,1,2700,0,0,1,0
13679.5,8.797,141365,0,4,6,1,2500,0,0,1,0
7664.5,5.67,80460,1,2,10,0,11000,0,0,0,1
9186,6.532,96355,1,4,10,1,12000,0,0,1,0
10722.5,7.455,111590,0,4,9,1,260,0,1,0,0
7652.5,5.897,80780,1,4,8,0,800,0,1,0,0
6190,5.707,65755,0,1,8,1,850,1,0,0,0
4607,4.241,49190,0,1,9,0,650,1,0,0,0
10637,7.131,110885,0,3,9,0,550,0,1,0,0
1691.5,4.738,20440,0,5,9,0,450,1,0,0,0
13684.5,8.158,140600,0,3,9,1,550,0,1,0,0
169,3.798,6690,1,2,7,1,1200,0,1,0,0
12180.5,6.668,124385,1,3,7,0,1100,0,1,0,0
12156.5,6.976,123975,0,3,9,0,550,0,1,0,0
9219.5,6.502,96235,0,4,10,0,12000,0,0,0,1
7651,5.437,80170,0,2,7,1,1200,0,1,0,0
4700,5.755,50810,0,5,10,0,11400,0,0,0,1
9114,5.035,94150,0,5,7,1,1650,0,0,1,0
4669.5,5.211,50400,0,2,9,0,400,1,0,0,0
15169,7.996,155810,1,3,6,1,2200,0,0,1,0
15102.5,7.192,153815,0,1,8,0,850,0,1,0,0
15185,9.145,155685,1,4,7,1,1300,0,0,1,0
6147.5,5.278,65740,0,1,7,1,1650,0,0,1,0
9121,5.319,94355,0,2,6,1,2700,0,0,1,0
4694.5,6.099,51135,1,2,6,1,2700,0,0,1,0
7701,6.097,80505,0,5,10,1,11400,0,0,1,0
10699.5,7.164,111065,1,4,7,0,1300,0,0,0,1
15164,8.277,155050,0,4,8,1,800,0,1,0,0
112,2.381,4005,0,2,6,1,2700,0,0,1,0
6131,4.755,62950,0,5,8,0,650,1,0,0,0
149.5,3.49,4740,0,3,7,1,1100,1,0,0,0
3160.5,4.373,34050,0,4,7,0,1300,0,0,0,1
10649.5,6.773,109630,0,3,7,0,1100,0,1,0,0
12158.5,6.772,124875,1,5,10,1,11400,0,0,1,0
1610.5,3.368,20250,1,4,10,1,12000,0,0,1,0
13709,8.05,140600,0,2,10,1,11000,0,0,1,0
15138,7.84,154330,0,5,9,1,450,0,1,0,0
3137,3.541,33430,0,1,10,1,11350,0,0,1,0
13616.5,7.459,139370,1,5,8,1,650,0,1,0,0
3146,3.514,33865,0,2,10,1,11000,0,0,1,0
12099,5.796,122615,0,2,6,1,2700,0,0,1,0
1635.5,3.757,19580,0,4,6,1,2500,0,0,1,0
3110,3.18,33835,1,4,6,0,2500,0,0,0,1
4613.5,3.879,48260,0,1,8,1,850,1,0,0,0
9184.5,6.214,95650,1,5,9,0,450,0,1,0,0
7645.5,5.724,80210,1,2,8,1,900,0,1,0,0
13664,8.013,139775,0,5,9,0,450,0,1,0,0
10566.5,5.397,107760,0,4,10,1,12000,0,0,1,0
12099,5.748,124145,0,5,10,1,11400,0,0,1,0
10652.5,6.87,110175,0,2,9,1,400,0,1,0,0
15194,8.881,156785,1,1,9,1,650,0,1,0,0
15188,8.604,156735,0,4,7,0,1300,0,0,0,1
7643.5,6.026,80415,0,1,7,0,1650,0,0,0,1
12114.5,6.188,124550,0,5,10,1,11400,0,0,1,0
4650.5,4.826,49425,0,2,8,0,900,1,0,0,0
3070.5,2.392,32375,0,2,8,1,900,1,0,0,0
1744,4.927,21670,1,3,6,1,2200,0,0,1,0
9171.5,5.964,95980,0,3,6,1,2200,0,0,1,0
1630.5,3.743,20155,0,2,10,0,11000,0,0,0,1
6171,5.397,64930,0,3,9,0,550,1,0,0,0
4635.5,4.707,50660,1,1,10,1,11350,0,0,1,0
12169.5,7.239,125170,0,5,7,0,1650,0,0,0,1
15157.5,8.344,155225,0,2,10,0,11000,0,0,0,1
13638,6.645,137720,0,5,8,1,650,0,1,0,0
9297,8.013,98585,1,3,10,1,12000,0,0,1,0
13716.5,8.114,140830,0,2,6,1,2700,0,0,1,0
3171,4.379,35970,1,4,6,0,2500,0,0,0,1
6201,5.728,66300,0,1,8,1,850,1,0,0,0
4611.5,4.366,49155,0,5,9,1,450,1,0,0,0
1649.5,4.021,20305,0,1,7,0,1650,0,0,0,1
4640,4.497,50710,1,5,9,0,450,0,1,0,0
13618,6.749,139450,0,3,10,1,12000,0,0,1,0
3175.5,4.2,36285,1,4,8,0,800,0,1,0,0
6114.5,4.46,64485,0,1,6,1,2000,0,0,1,0
15073,5.952,152740,0,1,8,0,850,0,1,0,0
174.5,2.801,4195,1,4,10,0,12000,0,0,0,1
6044,3.369,61640,0,4,9,0,260,1,0,0,0
6220.5,5.565,66830,1,4,6,1,2500,0,0,1,0
1691.5,3.406,19880,0,5,8,0,650,1,0,0,0
12228,7.269,126075,1,4,6,1,2500,0,0,1,0
6249,6.195,66640,1,4,7,1,1300,0,0,1,0
12249.5,7.753,126685,1,1,9,0,650,0,1,0,0
7670,6.295,80340,0,4,8,0,800,0,1,0,0
13702.5,8.824,141810,1,1,8,1,850,0,1,0,0
1677.5,4.096,19940,0,5,7,1,1650,0,0,1,0
3222.5,5.505,36575,0,4,6,0,2500,0,0,0,1
12149,6.874,125735,1,4,6,1,2500,0,0,1,0
7682,6.343,80150,1,1,7,0,1650,0,0,0,1
12198,7.229,125085,1,2,9,0,400,0,1,0,0
4675.5,5.164,50215,0,5,10,1,11400,0,0,1,0
4671,4.903,49780,0,2,9,1,400,1,0,0,0
15229.5,9.243,156920,1,4,8,1,800,0,1,0,0
6144.5,5.356,65160,1,3,9,0,550,0,1,0,0
9120.5,6.157,94740,0,3,8,0,1100,0,1,0,0
10597.5,5.586,108850,1,5,8,1,650,0,1,0,0
3198,5.62,36245,0,2,7,0,1200,1,0,0,0
13713.5,8.131,141270,1,4,7,1,1300,0,0,1,0
4674.5,4.43,49315,0,3,8,1,1100,1,0,0,0
7722,6.81,81180,1,2,7,1,1200,0,1,0,0
122,2.409,4925,0,5,7,1,1650,0,0,1,0
213.5,3.456,6355,0,5,7,1,1650,0,0,1,0
